{url} {actual_label} {predicted_label} {correctness}
http://o3jg.yisez.gay phishing safe wrong
http://t2m.kr/vfMAR phishing safe wrong
https://donate.do/Z9Ak phishing safe wrong
http://dokdo.in/xaW phishing safe wrong
http://bit.ly/3PxBJOX phishing safe wrong
http://www.cjthedmmk.cn/o5t2q4 phishing safe wrong
http://pazqw.crvud.com phishing safe wrong
http://gde.hdie.agency phishing safe wrong
https://funding.do/RsYu phishing safe wrong
http://vdfd2.hdie.agency phishing safe wrong
http://jtfvb.puth.agency  phishing safe wrong
http://jhgdc.oshr.casa  phishing safe wrong
http://jfx246.hdie.agency phishing safe wrong
http://htys3.oiwx.hair  phishing safe wrong
http://hdv.uasn.agency  phishing safe wrong
http://grgt.nmeo.press phishing safe wrong
http://fddsdfw.pwoi.skin phishing safe wrong
http://jtrdc3.hdie.agency phishing safe wrong
http://fggd.oiwx.hair  phishing safe wrong
noib.j4cg.ltd phishing safe wrong
ioz.c11.j4cg.ltd phishing safe wrong
me9.vgx6.biz phishing safe wrong
noz.uaf4.pink phishing safe wrong
ioc.w9rd.biz phishing safe wrong
https://www.figma.com/ safe safe correct
https://anaconda.cloud/ safe safe correct
https://stackoverflow.com/ safe safe correct
https://rextester.com/l/cpp_online_compiler_gcc safe safe correct
https://www.superookie.com/en-grammarcheck safe safe correct
https://suno.com/explore safe safe correct
https://www.flaticon.com/free-icons/music safe safe correct
https://dan.naver.com/24/registration safe safe correct
https://clovanote.naver.com/ safe safe correct
https://www.pixilart.com/draw safe safe correct
https://www.vecteezy.com/free-vector safe safe correct
https://dova-s.jp/ safe safe correct
https://www.jdoodle.com/python3-programming-online safe safe correct
https://learn.unity.com/project/rubiyi-moheom-2d-cogeubjayong?language=ko&courseId=619b370bedbc2a7772eadb1f safe safe correct
https://p5js.org/ safe safe correct
https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?ordFld=deadline safe safe correct
https://www.hancomdocs.com/hwp safe safe correct
https://ewportal.ewha.ac.kr/portal/page/goMain.do?moveUrl=%2Fportal%2Fpage%2FgoMain.do&userId=U2276219D20220224&langCode=ko&resultCode=OK safe safe correct
https://www.mongodb.com/ safe safe correct
https://wikidocs.net/ safe safe correct
https://www.schoolmusic.co.kr/ safe safe correct
https://www.buzzbee.co.kr/ safe safe correct
https://freebud.co.kr/ safe safe correct
https://learngitbranching.js.org/ safe safe correct
https://stackoverflow.com/ safe safe correct
total accuracy: 51.02%
